ticket_id,created_at,priority,customer_tier,channel,product_area,region,reporter_history_count,queue_depth_at_creation,is_reopen,description_length,business_hours_flag,resolved_at,time_to_resolution,closed_status,agent_notes_final,breached_sla
T000195,2025-05-29T01:39:00,high,standard,chat,billing,na,5,23,0,265,0,2025-05-29T07:04:00,325,within_sla,resolved on time,0
T000196,2025-02-09T13:09:00,low,standard,chat,billing,latam,4,45,0,222,0,2025-02-10T11:20:00,1331,breached_open,escalated; SLA missed,1
T000197,2025-06-04T08:29:00,high,standard,chat,data,emea,7,14,1,459,0,2025-06-04T16:02:00,453,breached_resolved,escalated; SLA missed,1
T000198,2025-01-13T22:15:00,medium,standard,phone,api,emea,0,52,0,149,0,2025-01-14T00:59:00,164,within_sla,resolved on time,0
T000199,2025-04-17T22:13:00,low,standard,chat,billing,na,13,24,0,172,0,2025-04-17T22:43:00,30,within_sla,resolved on time,0
T000200,2025-04-08T21:03:00,medium,standard,email,api,na,3,29,0,103,0,2025-04-08T23:42:00,159,within_sla,resolved on time,0
T000201,2025-01-13T00:51:00,medium,business,chat,billing,emea,13,39,0,139,0,2025-01-13T03:02:00,131,within_sla,resolved on time,0
T000202,2025-05-09T20:51:00,low,standard,chat,ui,apac,0,25,0,251,0,2025-05-10T00:31:00,220,within_sla,resolved on time,0
T000203,2025-05-21T10:25:00,high,standard,portal,api,na,6,78,0,76,1,2025-05-22T01:33:00,908,breached_resolved,escalated; SLA missed,1
T000204,2025-01-19T17:35:00,high,standard,chat,mobile,na,19,39,0,103,0,2025-01-20T09:27:00,952,breached_resolved,escalated; SLA missed,1
T000205,2025-05-15T20:01:00,medium,,phone,auth,latam,12,22,0,165,0,2025-05-15T22:41:00,160,within_sla,resolved on time,0
T000206,2025-04-04T21:27:00,urgent,business,email,ui,apac,8,14,0,109,0,2025-04-05T13:44:00,977,breached_open,escalated; SLA missed,1
T000207,2025-03-09T01:00:00,medium,,chat,mobile,emea,16,63,1,55,0,2025-03-09T03:26:00,146,within_sla,resolved on time,0
T000208,2025-05-19T03:48:00,medium,standard,email,auth,emea,0,52,0,280,0,2025-05-19T21:57:00,1089,breached_resolved,escalated; SLA missed,1
T000209,2025-05-08T14:02:00,high,business,email,data,na,0,29,0,183,1,2025-05-08T16:44:00,162,within_sla,resolved on time,0
T000210,2025-06-04T21:41:00,medium,business,phone,api,latam,7,37,0,249,0,2025-06-05T06:10:00,509,breached_resolved,escalated; SLA missed,1
T000211,2025-01-22T23:30:00,medium,,portal,api,latam,7,39,0,132,0,2025-01-22T23:54:00,24,within_sla,resolved on time,0
T000212,2025-03-01T16:09:00,low,standard,phone,ui,na,5,17,0,339,0,2025-03-01T19:26:00,197,within_sla,resolved on time,0
T000213,2025-03-26T02:41:00,low,standard,email,billing,na,16,0,0,271,0,2025-03-26T04:23:00,102,within_sla,resolved on time,0
T000214,2025-02-17T02:48:00,high,standard,email,billing,emea,13,18,0,406,0,2025-02-17T12:31:00,583,breached_resolved,escalated; SLA missed,1
T000215,2025-06-18T05:35:00,medium,,portal,billing,latam,6,19,0,257,0,2025-06-18T09:42:00,247,within_sla,resolved on time,0
T000216,2025-02-14T17:51:00,medium,business,portal,data,latam,12,35,0,297,1,2025-02-14T23:48:00,357,within_sla,resolved on time,0
T000217,2025-05-25T16:44:00,low,,phone,ui,latam,3,49,0,216,0,2025-05-25T20:04:00,200,within_sla,resolved on time,0
T000218,2025-02-21T03:24:00,low,,phone,data,emea,10,28,0,197,0,2025-02-21T09:08:00,344,within_sla,resolved on time,0
T000219,2025-02-09T22:37:00,medium,business,phone,auth,emea,8,45,0,118,0,2025-02-10T03:10:00,273,within_sla,resolved on time,0
T000220,2025-01-26T20:51:00,medium,standard,portal,data,apac,8,34,1,200,0,2025-01-26T23:40:00,169,within_sla,resolved on time,0
T000221,2025-05-27T19:24:00,low,standard,phone,billing,na,13,52,0,332,0,2025-05-27T23:34:00,250,within_sla,resolved on time,0
T000222,2025-05-01T12:55:00,medium,standard,phone,api,apac,10,37,0,299,1,2025-05-01T13:00:00,5,within_sla,resolved on time,0
T000223,2025-05-07T06:12:00,high,enterprise,phone,auth,emea,0,50,0,223,0,2025-05-07T21:28:00,916,breached_open,escalated; SLA missed,1
T000224,2025-04-14T07:22:00,low,enterprise,phone,data,emea,6,23,0,196,0,2025-04-14T10:53:00,211,within_sla,resolved on time,0
T000225,2025-06-25T07:45:00,low,standard,portal,billing,apac,10,56,0,264,0,2025-06-25T14:58:00,433,breached_open,escalated; SLA missed,1
T000226,2025-06-11T00:39:00,medium,business,phone,data,latam,13,42,0,113,0,2025-06-11T09:27:00,528,breached_resolved,escalated; SLA missed,1
T000227,2025-01-04T15:43:00,medium,standard,email,api,emea,10,23,0,529,0,2025-01-05T01:46:00,603,breached_open,escalated; SLA missed,1
T000228,2025-04-29T23:46:00,low,business,chat,billing,na,0,72,0,20,0,2025-04-30T01:37:00,111,within_sla,resolved on time,0
T000229,2025-01-18T11:03:00,low,enterprise,portal,auth,na,3,44,0,134,0,2025-01-18T20:17:00,554,breached_resolved,escalated; SLA missed,1
T000230,2025-06-27T20:49:00,low,standard,phone,ui,latam,0,31,0,146,0,2025-06-27T23:33:00,164,within_sla,resolved on time,0
T000231,2025-02-17T22:21:00,medium,standard,chat,api,na,13,52,0,112,0,2025-02-17T22:58:00,37,within_sla,resolved on time,0
T000232,2025-01-12T02:26:00,high,enterprise,portal,data,latam,4,24,0,34,0,2025-01-12T23:27:00,1261,breached_resolved,escalated; SLA missed,1
T000233,2025-02-01T11:19:00,urgent,standard,chat,auth,emea,10,31,0,286,0,2025-02-02T11:11:00,1432,breached_open,escalated; SLA missed,1
T000234,2025-05-27T23:20:00,low,business,portal,data,apac,12,12,0,405,0,2025-05-28T02:30:00,190,within_sla,resolved on time,0
T000235,2025-01-28T05:47:00,low,enterprise,email,billing,na,10,0,0,287,0,2025-01-28T07:58:00,131,within_sla,resolved on time,0
T000236,2025-02-01T08:21:00,low,,portal,billing,latam,12,19,0,212,0,2025-02-01T08:26:00,5,within_sla,resolved on time,0
T000237,2025-02-25T04:04:00,medium,business,email,auth,emea,4,58,0,136,0,2025-02-25T09:15:00,311,within_sla,resolved on time,0
T000238,2025-06-16T06:50:00,high,business,phone,billing,emea,16,41,0,247,0,2025-06-16T15:51:00,541,breached_resolved,escalated; SLA missed,1
T000239,2025-06-02T08:48:00,low,standard,portal,billing,apac,6,16,0,49,0,2025-06-02T23:34:00,886,breached_resolved,escalated; SLA missed,1
T000240,2025-03-23T05:03:00,low,business,phone,api,emea,10,18,0,243,0,2025-03-23T20:41:00,938,breached_resolved,escalated; SLA missed,1
T000241,2025-05-04T08:53:00,low,business,email,mobile,na,4,31,0,246,0,2025-05-04T10:52:00,119,within_sla,resolved on time,0
T000242,2025-05-10T03:16:00,medium,business,portal,api,latam,7,50,0,274,0,2025-05-10T13:46:00,630,breached_open,escalated; SLA missed,1
T000243,2025-02-21T11:02:00,low,standard,portal,billing,apac,16,28,0,206,1,2025-02-21T16:23:00,321,within_sla,resolved on time,0
T000244,2025-05-20T08:24:00,low,standard,portal,mobile,apac,3,3,0,312,0,2025-05-20T11:22:00,178,within_sla,resolved on time,0
T000245,2025-05-09T21:36:00,urgent,standard,phone,mobile,emea,4,6,0,325,0,2025-05-10T10:53:00,797,breached_resolved,escalated; SLA missed,1
T000246,2025-02-02T23:23:00,low,business,chat,mobile,apac,6,7,0,463,0,2025-02-03T01:19:00,116,within_sla,resolved on time,0
T000247,2025-06-08T15:20:00,low,standard,phone,api,apac,5,32,1,114,0,2025-06-08T16:51:00,91,within_sla,resolved on time,0
T000248,2025-01-22T19:29:00,high,business,phone,ui,na,10,22,0,25,0,2025-01-23T02:10:00,401,within_sla,resolved on time,0
T000249,2025-06-06T23:51:00,high,standard,portal,api,emea,7,35,0,272,0,2025-06-07T05:21:00,330,within_sla,resolved on time,0
T000250,2025-05-22T22:47:00,low,enterprise,portal,mobile,latam,0,56,0,297,0,2025-05-23T14:33:00,946,breached_resolved,escalated; SLA missed,1
T000251,2025-04-07T16:07:00,low,standard,chat,auth,apac,6,37,0,204,1,2025-04-08T08:50:00,1003,breached_open,escalated; SLA missed,1
T000252,2025-04-06T09:54:00,medium,standard,phone,ui,,8,19,0,228,0,2025-04-06T23:59:00,845,breached_resolved,escalated; SLA missed,1
T000253,2025-04-02T20:46:00,low,,email,ui,apac,9,5,0,274,0,2025-04-02T23:58:00,192,within_sla,resolved on time,0
T000254,2025-03-22T21:14:00,medium,enterprise,phone,ui,emea,10,56,1,171,0,2025-03-23T13:20:00,966,breached_resolved,escalated; SLA missed,1
T000255,2025-04-04T03:08:00,high,standard,phone,billing,na,0,30,0,378,0,2025-04-04T06:24:00,196,breached_open,escalated; SLA missed,1
T000256,2025-04-01T08:36:00,high,business,phone,auth,na,10,30,0,94,0,2025-04-01T10:48:00,132,within_sla,resolved on time,0
T000257,2025-05-12T17:21:00,low,standard,chat,ui,apac,7,35,0,385,1,2025-05-12T18:15:00,54,within_sla,resolved on time,0
T000258,2025-01-22T02:22:00,low,standard,email,auth,emea,1,63,0,197,0,2025-01-22T07:47:00,325,within_sla,resolved on time,0
T000259,2025-03-14T20:43:00,urgent,standard,portal,mobile,latam,10,5,0,360,0,2025-03-15T16:44:00,1201,breached_resolved,escalated; SLA missed,1
T000260,2025-03-29T20:50:00,high,business,chat,data,latam,9,5,0,360,0,2025-03-29T22:10:00,80,within_sla,resolved on time,0
T000261,2025-06-11T13:57:00,medium,standard,email,api,apac,20,32,0,212,1,2025-06-11T14:32:00,35,within_sla,resolved on time,0
T000262,2025-04-05T11:58:00,medium,enterprise,email,ui,,0,33,0,353,0,2025-04-05T17:13:00,315,within_sla,resolved on time,0
T000263,2025-06-20T02:19:00,low,business,portal,auth,na,8,14,0,194,0,2025-06-20T07:04:00,285,within_sla,resolved on time,0
T000264,2025-01-15T08:24:00,medium,enterprise,portal,billing,latam,5,32,0,188,0,2025-01-15T21:29:00,785,breached_resolved,escalated; SLA missed,1
T000265,2025-06-25T08:09:00,medium,standard,chat,mobile,latam,13,24,1,242,0,2025-06-25T12:46:00,277,within_sla,resolved on time,0
T000266,2025-04-30T15:12:00,medium,business,email,billing,emea,13,30,0,266,1,2025-04-30T16:24:00,72,within_sla,resolved on time,0
T000267,2025-03-31T15:25:00,low,business,email,api,emea,13,68,0,20,1,2025-03-31T19:06:00,221,within_sla,resolved on time,0
T000268,2025-06-18T16:29:00,medium,enterprise,email,ui,latam,0,0,0,72,1,2025-06-19T07:31:00,902,breached_open,escalated; SLA missed,1
T000269,2025-04-03T12:56:00,high,standard,chat,mobile,emea,14,45,0,111,1,2025-04-03T18:43:00,347,within_sla,resolved on time,0
T000270,2025-02-15T04:34:00,low,standard,phone,ui,emea,13,48,0,20,0,2025-02-15T07:20:00,166,within_sla,resolved on time,0
T000271,2025-04-11T18:38:00,medium,standard,chat,data,apac,2,0,0,139,0,2025-04-11T20:27:00,109,breached_open,escalated; SLA missed,1
T000272,2025-04-13T08:38:00,medium,enterprise,portal,mobile,apac,12,16,1,312,0,2025-04-14T02:40:00,1082,breached_resolved,escalated; SLA missed,1
T000273,2025-01-30T07:08:00,urgent,standard,chat,billing,apac,10,51,0,61,0,2025-01-30T10:44:00,216,within_sla,resolved on time,0
T000274,2025-04-28T19:18:00,medium,,phone,mobile,na,13,22,0,322,0,2025-04-28T22:06:00,168,within_sla,resolved on time,0
T000275,2025-04-23T23:16:00,high,business,chat,mobile,apac,8,7,0,270,0,2025-04-24T01:31:00,135,breached_resolved,escalated; SLA missed,1
T000276,2025-06-25T05:07:00,low,enterprise,email,ui,na,1,39,0,140,0,2025-06-25T07:32:00,145,within_sla,resolved on time,0
T000277,2025-01-28T23:32:00,urgent,enterprise,email,mobile,apac,0,31,0,242,0,2025-01-29T10:15:00,643,breached_resolved,escalated; SLA missed,1
T000278,2025-01-30T00:18:00,medium,enterprise,portal,billing,apac,8,42,0,165,0,2025-01-30T04:06:00,228,within_sla,resolved on time,0
T000279,2025-05-30T22:44:00,high,standard,email,mobile,apac,0,43,0,20,0,2025-05-30T23:07:00,23,within_sla,resolved on time,0
T000280,2025-06-22T00:42:00,low,standard,phone,billing,apac,0,28,0,169,0,2025-06-22T05:47:00,305,within_sla,resolved on time,0
T000281,2025-06-26T21:06:00,urgent,enterprise,email,mobile,na,10,54,0,129,0,2025-06-27T03:22:00,376,breached_open,escalated; SLA missed,1
T000282,2025-05-16T23:12:00,medium,standard,portal,mobile,apac,10,31,0,219,0,2025-05-17T02:46:00,214,within_sla,resolved on time,0
T000283,2025-03-24T02:59:00,medium,business,phone,billing,latam,4,10,0,71,0,2025-03-24T04:16:00,77,within_sla,resolved on time,0
T000284,2025-06-18T22:42:00,medium,standard,phone,data,na,5,70,0,233,0,2025-06-19T12:34:00,832,breached_resolved,escalated; SLA missed,1
T000285,2025-05-26T04:15:00,high,standard,chat,api,apac,8,29,0,242,0,2025-05-26T07:35:00,200,within_sla,resolved on time,0
T000286,2025-01-16T11:55:00,low,standard,chat,ui,emea,10,40,0,246,1,2025-01-16T15:48:00,233,within_sla,resolved on time,0
T000287,2025-06-19T17:35:00,urgent,enterprise,portal,mobile,na,7,36,0,198,1,2025-06-20T02:52:00,557,breached_resolved,escalated; SLA missed,1
T000288,2025-02-21T21:46:00,medium,standard,phone,ui,latam,3,53,0,309,0,2025-02-22T02:21:00,275,within_sla,resolved on time,0
T000289,2025-02-27T00:27:00,low,standard,portal,api,apac,14,51,0,109,0,2025-02-27T03:46:00,199,within_sla,resolved on time,0
T000290,2025-04-21T10:23:00,low,,chat,data,emea,6,67,0,240,1,2025-04-21T13:30:00,187,within_sla,resolved on time,0
T000291,2025-03-15T18:03:00,high,standard,email,data,apac,0,12,0,238,0,2025-03-16T04:20:00,617,breached_open,escalated; SLA missed,1
T000292,2025-01-17T11:38:00,medium,enterprise,email,mobile,emea,14,3,0,292,1,2025-01-17T16:11:00,273,within_sla,resolved on time,0
T000293,2025-05-01T01:01:00,high,standard,portal,api,na,9,50,1,195,0,2025-05-01T17:05:00,964,breached_open,escalated; SLA missed,1
T000294,2025-06-10T11:33:00,low,standard,email,mobile,apac,10,17,0,300,1,2025-06-10T16:29:00,296,within_sla,resolved on time,0
T000295,2025-04-05T01:20:00,low,standard,portal,api,apac,1,31,0,154,0,2025-04-05T16:18:00,898,breached_resolved,escalated; SLA missed,1
T000296,2025-01-28T08:24:00,low,standard,email,mobile,emea,3,38,0,157,0,2025-01-28T09:52:00,88,within_sla,resolved on time,0
T000297,2025-02-14T08:36:00,low,enterprise,chat,auth,na,10,23,0,347,0,2025-02-14T20:46:00,730,breached_resolved,escalated; SLA missed,1
T000298,2025-05-30T12:19:00,low,standard,chat,ui,latam,10,21,0,47,1,2025-05-30T13:44:00,85,within_sla,resolved on time,0
T000299,2025-02-18T03:42:00,low,standard,portal,data,na,8,47,0,290,0,2025-02-18T09:32:00,350,within_sla,resolved on time,0
T000300,2025-01-18T12:44:00,low,enterprise,email,data,na,15,44,0,214,0,2025-01-18T15:42:00,178,within_sla,resolved on time,0
T000301,2025-03-18T13:59:00,medium,standard,portal,auth,latam,9,12,0,209,1,2025-03-18T14:26:00,27,within_sla,resolved on time,0
T000302,2025-03-28T20:39:00,high,standard,phone,data,latam,7,31,0,365,0,2025-03-29T11:55:00,916,breached_open,escalated; SLA missed,1
T000303,2025-02-27T12:11:00,medium,standard,chat,ui,apac,7,52,0,20,1,2025-02-27T12:16:00,5,within_sla,resolved on time,0
T000304,2025-04-12T12:01:00,medium,standard,portal,api,apac,0,15,0,374,0,2025-04-13T10:37:00,1356,breached_resolved,escalated; SLA missed,1
T000305,2025-01-30T10:53:00,low,enterprise,portal,api,na,16,69,1,276,1,2025-01-30T14:20:00,207,within_sla,resolved on time,0
T000306,2025-02-10T08:55:00,medium,enterprise,email,mobile,latam,13,22,0,149,0,2025-02-11T12:26:00,1651,breached_resolved,escalated; SLA missed,1
T000307,2025-02-06T17:16:00,high,enterprise,phone,auth,na,9,8,0,85,1,2025-02-06T18:46:00,90,within_sla,resolved on time,0
T000308,2025-01-16T19:25:00,urgent,business,phone,mobile,latam,4,36,1,142,0,2025-01-16T23:40:00,255,breached_open,escalated; SLA missed,1
T000309,2025-02-11T04:42:00,medium,standard,portal,ui,na,7,48,0,309,0,2025-02-11T08:15:00,213,within_sla,resolved on time,0
T000310,2025-06-09T11:47:00,medium,enterprise,phone,mobile,latam,15,25,0,234,1,2025-06-09T11:52:00,5,within_sla,resolved on time,0
T000311,2025-01-05T23:29:00,medium,standard,email,ui,emea,6,18,0,359,0,2025-01-06T12:49:00,800,breached_open,escalated; SLA missed,1
T000312,2025-05-03T15:25:00,high,standard,email,data,emea,2,32,0,185,0,2025-05-03T22:01:00,396,within_sla,resolved on time,0
T000313,2025-02-06T08:21:00,low,standard,phone,auth,emea,9,43,0,251,0,2025-02-06T11:56:00,215,within_sla,resolved on time,0
T000314,2025-04-22T17:51:00,low,enterprise,email,ui,apac,2,15,0,412,1,2025-04-22T19:01:00,70,within_sla,resolved on time,0
T000315,2025-02-21T00:30:00,medium,enterprise,chat,billing,latam,0,33,0,76,0,2025-02-21T20:12:00,1182,breached_resolved,escalated; SLA missed,1
T000316,2025-05-06T11:12:00,low,standard,portal,data,na,4,52,0,135,1,2025-05-06T13:52:00,160,within_sla,resolved on time,0
T000317,2025-04-01T19:09:00,medium,business,phone,api,latam,7,41,0,143,0,2025-04-02T08:29:00,800,breached_open,escalated; SLA missed,1
T000318,2025-06-05T21:16:00,medium,standard,chat,ui,na,11,48,0,304,0,2025-06-05T22:47:00,91,within_sla,resolved on time,0
T000319,2025-04-13T08:01:00,high,standard,portal,billing,emea,18,42,0,130,0,2025-04-13T19:02:00,661,breached_open,escalated; SLA missed,1
T000320,2025-05-28T11:00:00,low,standard,portal,billing,apac,18,0,0,65,1,2025-05-28T13:00:00,120,within_sla,resolved on time,0
T000321,2025-05-03T13:13:00,medium,business,email,ui,apac,0,40,0,45,0,2025-05-03T13:33:00,20,within_sla,resolved on time,0
T000322,2025-06-15T03:03:00,low,standard,phone,auth,apac,5,43,0,161,0,2025-06-15T05:06:00,123,within_sla,resolved on time,0
T000323,2025-04-17T20:17:00,medium,business,portal,auth,emea,9,22,0,217,0,2025-04-18T01:45:00,328,within_sla,resolved on time,0
T000324,2025-01-18T09:28:00,low,business,email,billing,latam,0,21,0,182,0,2025-01-18T12:02:00,154,within_sla,resolved on time,0
T000325,2025-05-15T06:35:00,low,standard,chat,data,emea,16,34,0,157,0,2025-05-15T11:06:00,271,within_sla,resolved on time,0
T000326,2025-03-22T23:33:00,low,enterprise,chat,data,latam,2,11,0,50,0,2025-03-23T02:14:00,161,within_sla,resolved on time,0
T000327,2025-05-27T11:49:00,low,standard,phone,ui,apac,8,32,0,223,1,2025-05-27T14:00:00,131,within_sla,resolved on time,0
T000328,2025-03-31T13:16:00,urgent,business,phone,billing,latam,10,6,0,145,1,2025-03-31T15:58:00,162,within_sla,resolved on time,0
T000329,2025-05-11T03:36:00,high,business,portal,auth,apac,15,42,0,271,0,2025-05-11T04:38:00,62,within_sla,resolved on time,0
T000330,2025-04-07T20:05:00,high,business,chat,billing,emea,9,36,0,41,0,2025-04-07T23:45:00,220,within_sla,resolved on time,0
T000331,2025-06-26T12:45:00,medium,standard,email,api,apac,12,43,1,237,1,2025-06-27T04:12:00,927,breached_open,escalated; SLA missed,1
T000332,2025-03-09T14:39:00,medium,standard,phone,billing,emea,17,40,0,142,0,2025-03-09T17:49:00,190,within_sla,resolved on time,0
T000333,2025-01-23T04:51:00,urgent,standard,portal,ui,emea,7,25,0,239,0,2025-01-23T06:02:00,71,within_sla,resolved on time,0
T000334,2025-02-26T19:37:00,urgent,standard,email,mobile,na,7,55,0,402,0,2025-02-27T04:08:00,511,breached_resolved,escalated; SLA missed,1
T000335,2025-01-03T17:49:00,low,standard,email,ui,emea,9,30,0,60,1,2025-01-03T21:07:00,198,within_sla,resolved on time,0
T000336,2025-01-17T15:20:00,medium,standard,email,billing,apac,2,7,0,281,1,2025-01-17T19:06:00,226,within_sla,resolved on time,0
T000337,2025-05-27T15:23:00,high,standard,email,mobile,latam,5,37,0,91,1,2025-05-27T18:31:00,188,within_sla,resolved on time,0
T000338,2025-02-03T23:23:00,medium,standard,portal,api,emea,11,34,0,210,0,2025-02-04T19:08:00,1185,breached_open,escalated; SLA missed,1
T000339,2025-04-23T19:39:00,high,enterprise,chat,api,na,3,11,0,80,0,2025-04-23T22:23:00,164,within_sla,resolved on time,0
T000340,2025-04-27T16:09:00,medium,standard,email,billing,emea,8,34,0,230,0,2025-04-27T19:30:00,201,within_sla,resolved on time,0
T000341,2025-04-24T14:10:00,high,standard,email,api,emea,6,25,0,255,1,2025-04-24T18:51:00,281,within_sla,resolved on time,0
T000342,2025-01-12T01:12:00,medium,business,phone,mobile,na,10,17,1,312,0,2025-01-12T04:44:00,212,within_sla,resolved on time,0
T000343,2025-05-13T00:19:00,low,business,chat,auth,emea,0,11,0,34,0,2025-05-13T02:25:00,126,within_sla,resolved on time,0
